cod_produto,cod_categoria,ean,plu,nome_produto,setor_gerenciado,setor_produto,sub_categoria,segmento,sub_segmento,fabricante,fabricante_varejista,marca,marca_verejista,marca_res,marca_detalhada,atributo,embalagem,unid_medida,tamanho_unidade,tamanho_total,tamanho_range,se_oferta,qtd_itens,dcr_oferta,desc_a,subst x culinario,desc_c,desc_d,desc_e,desc_f,desc_g,desc_h
1361619,1,1361619,,ADOC SPLENDA STEVIA SACHE 800MG,GERENCIADO,STEVIA,NATURAL,PO,PO,SPLENDA,OUTRO FAB,SPLENDA,OUTRAS MARCAS,OUTRAS MARCAS,SPLENDA,PO,0.0,G,800.0,800.0,101 ACIMA,REGULAR,,,,,,,,,,
1369903,1,1369903,,PACK ADO ZERO CAL ERITRITOL 130 ML,GERENCIADO,ERITRITOL,NATURAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,LIQUIDO,0.0,ML,130.0,130.0,101 ACIMA,PROMOCAO,,,,,,,,,,
4298830,1,4298830,,"ADOCANTE LINEA SUCRALOSE PO 0,8 x1 G PROMOCAO",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,,G,0.8,56.0,ATE 80,PROMOCAO,1.0,L70P50,,SUCRALOSE,,,,,,
78900769,1,78900769,,ADOÇANTE DOCE MENOR SACARINA LIQUIDO 100ML x1 REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,WOW NUTRITION,OUTRO FAB,DOCE MENOR,OUTRAS MARCAS,OUTRAS MARCAS,DOCE MENOR,LIQUIDO,0.0,ML,100.0,100.0,81 A 100,REGULAR,1.0,REGULAR,EAN,SACARINA,78900769.0,,,,,SCRN (CCL/SC) LQD 100 ML N PRMC DOCE MENOR
78913783,1,78913783,,ADOCANTE FINN ASPARTAME LIQUIDO 65ML x1 PROMOCAO,GERENCIADO,ASPARTAME,ARTIFICIAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,LIQUIDO,,ML,65.0,65.0,ATE 80,PROMOCAO,1.0,,,ASPARTAME,,,,,,
78913790,1,78913790,,ADOÇANTE FINN SACARINA LIQUIDO 100ML x1 REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,LIQUIDO,0.0,ML,100.0,100.0,81 A 100,REGULAR,1.0,REGULAR,0,SACARINA,0.0,,,,,SCRN (CCL/SC) LQD 100 ML N PRMC FINN
40232764936,1,40232764936,,ADOÇANTE ESSENTIAL OUTRAS SUBST PO 40G x50 REGULAR,GERENCIADO,OUTRAS SUBST,NATURAL,PO,PO,ESSENTIAL NUTRITION,OUTRO FAB,ESSENTIAL,OUTRAS MARCAS,OUTRAS MARCAS,ESSENTIAL,SACHE,0.0,G,40.0,40.0,ATE 80,REGULAR,50.0,REGULAR,EAN,OUTRAS SUBST,40232764936.0,,,,,
40232847967,1,40232847967,,XILITOL ESSENTIAL 300G,GERENCIADO,XILITOL,NATURAL,PO,PO,ESSENTIAL NUTRITION,OUTRO FAB,ESSENTIAL,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,POTE,,G,300.0,300.0,101 ACIMA,REGULAR,1.0,,,,,,,,,
40232847998,1,40232847998,,ADOÇANTE ESSENTIAL STEVIA CULINARIO 300G x1 REGULAR,GERENCIADO,STEVIA,NATURAL,PO,CULINARIO,ESSENTIAL NUTRITION,OUTRO FAB,ESSENTIAL,OUTRAS MARCAS,OUTRAS MARCAS,ESSENTIAL,CULINARIO,0.0,G,300.0,300.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,CULINARIO,40232847998.0,,,,,
40232916793,1,40232916793,,XILITOL ESSENTIAL 900G,GERENCIADO,XILITOL,NATURAL,PO,PO,ESSENTIAL NUTRITION,OUTRO FAB,ESSENTIAL,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,POTE,,G,900.0,900.0,101 ACIMA,REGULAR,1.0,,,,,,,,,
40232931307,1,40232931307,,ADOÇANTE ESSENTIAL XILITOL PO 5G x50 REGULAR,GERENCIADO,XILITOL,NATURAL,PO,PO,ESSENTIAL NUTRITION,OUTRO FAB,ESSENTIAL,OUTRAS MARCAS,OUTRAS MARCAS,ESSENTIAL,SACHE,0.0,G,5.0,5.0,ATE 80,REGULAR,50.0,REGULAR,EAN,XILITOL,40232931307.0,,,,,
700083456410,1,700083456410,,ADOÇANTE COLOR ANDINA STEVIA PO 40G x1 REGULAR,GERENCIADO,STEVIA,NATURAL,PO,PO,STEVIA NATUS,OUTRO FAB,COLOR ANDINA,OUTRAS MARCAS,OUTRAS MARCAS,COLOR ANDINA,POTE,0.0,G,40.0,40.0,ATE 80,REGULAR,1.0,REGULAR,EAN,STEVIA,700083456410.0,,,,,
722776004654,1,722776004654,,ADOCANTE PO SPLENDA SUCRALOSE 40g C/50,GERENCIADO,SUCRALOSE,NATURAL,PO,PO,SPLENDA,OUTRO FAB,SPLENDA,OUTRAS MARCAS,OUTRAS MARCAS,SPLENDA,PO,,,40.0,2000.0,101 ACIMA,REGULAR,50.0,,EAN,,,,,,,
722776004661,1,722776004661,,ADOCANTE STEVIA SPLENDA 50 SACHES,Gerenciado,STEVIA,NATURAL,PO,PO,SPLENDA,OUTRO FAB,SPLENDA,OUTRAS MARCAS,OUTRAS MARCAS,SPLENDA,SACHE,,,0.8,40.0,ATE 80,REGULAR,50.0,,EAN,,,,,,,
722776005088,1,722776005088,,ADOCANTE LIQ SPLENDA SUCRALOSE 65ML,GERENCIADO,SUCRALOSE,NATURAL,LIQUIDO,LIQUIDO,SPLENDA,OUTRO FAB,SPLENDA,OUTRAS MARCAS,OUTRAS MARCAS,SPLENDA,LIQUIDO,,,65.0,65.0,ATE 80,REGULAR,1.0,,EAN,,,,,,,
722776005095,1,722776005095,,ADOCANTE LIQ SPLENDA STEVIA 60ml,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,SPLENDA,OUTRO FAB,SPLENDA,OUTRAS MARCAS,OUTRAS MARCAS,SPLENDA,LIQUIDO,,,60.0,60.0,ATE 80,REGULAR,1.0,,EAN,,,,,,,
735201110226,1,735201110226,,ADOÇANTE COLOR ANDINA STEVIA PO 20G x1 REGULAR,GERENCIADO,STEVIA,NATURAL,PO,PO,STEVIA NATUS,OUTRO FAB,COLOR ANDINA,OUTRAS MARCAS,OUTRAS MARCAS,COLOR ANDINA,POTE,0.0,G,20.0,20.0,ATE 80,REGULAR,1.0,REGULAR,EAN,STEVIA,735201110226.0,,,,,
7891095600854,2,7891095600854,,AÇUCAR FIT MAIS VITA AÇUCAR FIT AÇUCAR FIT 1000G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,GENERAL MILLS BRASIL,OUTRO FAB,MAIS VITA,OUTRAS MARCAS,OUTRAS MARCAS,MAIS VITA,AÇUCAR FIT,0.0,G,1000.0,1000.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7891095600854.0,,,,,
7891104393067,1,7891104393067,,ADOÇANTE ADOCYL SACARINA LIQUIDO 200ML x1 REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,ADOCYL,ADOCYL,ADOCYL,ADOCYL,LIQUIDO,0.0,ML,200.0,200.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,SACARINA,7891104393067.0,,,,,SCRN (CCL/SC) LQD 200 ML N PRMC ADOCYL
7891104393104,1,7891104393104,,ADOÇANTE ADOCYL SACARINA LIQUIDO 100ML x1 REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,ADOCYL,ADOCYL,ADOCYL,ADOCYL,LIQUIDO,0.0,ML,100.0,100.0,81 A 100,REGULAR,1.0,REGULAR,EAN,SACARINA,7891104393104.0,,,,,SCRN (CCL/SC) LQD 100 ML N PRMC ADOCYL
7891158018985,1,7891158018985,,ADOCANTE MAGRO SACARINA LIQUIDO 100 x1 ML REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,LIGHTSWEET,OUTRO FAB,MAGRO,OUTRAS MARCAS,OUTRAS MARCAS,MAGRO,LIQUIDO,,ML,100.0,100.0,81 A 100,REGULAR,1.0,,,SACARINA,,,,,,
7891379000000,1,7891379000000,,ADOCANTE FINN SACARINA LIQUIDO 100 x1 ML REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,LIQUIDO,,ML,100.0,100.0,81 A 100,REGULAR,1.0,,,SACARINA,,,,,,
7891910000111,2,7891910000111,,AÇUCAR FIT UNIAO AÇUCAR FIT AÇUCAR FIT 90G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,CAMIL,OUTRO FAB,UNIAO,OUTRAS MARCAS,OUTRAS MARCAS,UNIAO,AÇUCAR FIT,0.0,G,90.0,90.0,81 A 100,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7891910000111.0,,,,,
7891910020034,2,7891910020034,,AÇUCAR FIT UNIAO AÇUCAR FIT AÇUCAR FIT 1000G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,CAMIL,OUTRO FAB,UNIAO,OUTRAS MARCAS,OUTRAS MARCAS,UNIAO,AÇUCAR FIT,0.0,G,1000.0,1000.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7891910020034.0,,,,,
7891910020058,1,7891910020058,,"ADOÇANTE UNIAO SUCRALOSE PO 0,8G x50 REGULAR",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,CAMIL,OUTRO FAB,UNIAO,OUTRAS MARCAS,OUTRAS MARCAS,UNIAO,SACHE,0.0,G,0.8,40.0,ATE 80,REGULAR,50.0,REGULAR,EAN,SUCRALOSE,7891910020058.0,,,,,SCRLS (SCRN/CCL/SCR) P 50 ENV N PRMC UNIAO
7891910020065,2,7891910020065,,AÇUCAR FIT UNIAO AÇUCAR FIT AÇUCAR FIT 1000G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,CAMIL,OUTRO FAB,UNIAO,OUTRAS MARCAS,OUTRAS MARCAS,UNIAO,AÇUCAR FIT,0.0,G,1000.0,1000.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7891910020065.0,,,,,
7891910020096,2,7891910020096,,AÇUCAR FIT UNIAO AÇUCAR FIT AÇUCAR FIT 500G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,CAMIL,OUTRO FAB,UNIAO,OUTRAS MARCAS,OUTRAS MARCAS,UNIAO,AÇUCAR FIT,0.0,G,500.0,500.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7891910020096.0,,,,,
7891910030040,1,7891910030040,,ADOÇANTE UNIAO SUCRALOSE LIQUIDO 25ML x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,CAMIL,OUTRO FAB,UNIAO,OUTRAS MARCAS,OUTRAS MARCAS,UNIAO,LIQUIDO,0.0,ML,25.0,25.0,ATE 80,REGULAR,1.0,REGULAR,EAN,SUCRALOSE,7891910030040.0,,,,,SCRLS (SCRN/CCL/SCR) LQD 25 ML N PRMC UNIAO
7891910030057,1,7891910030057,,ADOÇANTE UNIAO SUCRALOSE CULINARIO 350G x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,CULINARIO,CAMIL,OUTRO FAB,UNIAO,OUTRAS MARCAS,OUTRAS MARCAS,UNIAO,CULINARIO,0.0,G,350.0,350.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,CULINARIO,7891910030057.0,,,,,SCRLS (SCRN/CCL/SCR) P 350 G N PRMC UNIAO
7891910030125,1,7891910030125,,ADOÇANTE UNIAO SUCRALOSE LIQUIDO 100ML x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,CAMIL,OUTRO FAB,UNIAO,OUTRAS MARCAS,OUTRAS MARCAS,UNIAO,LIQUIDO,0.0,ML,100.0,100.0,81 A 100,REGULAR,1.0,REGULAR,EAN,SUCRALOSE,7891910030125.0,,,,,SCRLS (SCRN/CCL/SCR) LQD 100 ML N PRMC UNIAO
7891910030149,1,7891910030149,,"ADOÇANTE UNIAO SUCRALOSE PO 0,6G x70 LMPM",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,CAMIL,OUTRO FAB,UNIAO,OUTRAS MARCAS,OUTRAS MARCAS,UNIAO,SACHE,0.0,G,0.6,42.0,ATE 80,PROMOCAO,70.0,LMPM,EAN,SUCRALOSE,7891910030149.0,,,,,SCRLS (SCRN/CCL/SCR) P 70 ENV PRMC UNIAO
7891910030293,2,7891910030293,,AÇUCAR FIT UNIAO AÇUCAR FIT AÇUCAR FIT 1000G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,CAMIL,OUTRO FAB,UNIAO,OUTRAS MARCAS,OUTRAS MARCAS,UNIAO,AÇUCAR FIT,0.0,G,1000.0,1000.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7891910030293.0,,,,,
7891910030316,1,7891910030316,,ADOÇANTE UNIAO SUCRALOSE LIQUIDO 65ML x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,CAMIL,OUTRO FAB,UNIAO,OUTRAS MARCAS,OUTRAS MARCAS,UNIAO,LIQUIDO,0.0,ML,65.0,65.0,ATE 80,REGULAR,1.0,REGULAR,EAN,SUCRALOSE,7891910030316.0,,,,,SCRLS (SCRN/CCL/SCR) LQD 65 ML N PRMC UNIAO
7896000209252,1,7896000209252,,ADOCANTE DIETIL SACARINA LIQUIDO 100 x1 ML REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,DIETIL,OUTRO FAB,DIETIL,OUTRAS MARCAS,OUTRAS MARCAS,DIETIL,LIQUIDO,,ML,100.0,100.0,81 A 100,REGULAR,1.0,,,SACARINA,,,,,,
7896001200012,1,7896001200012,,ADOÇANTE LINEA ERITRITOL PO 300G x1 REGULAR,GERENCIADO,ERITRITOL,NATURAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,BAG,0.0,G,300.0,300.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,ERITRITOL,7896001200012.0,,,,,
7896001200029,1,7896001200029,,ADOÇANTE LINEA ERITRITOL PO 5G x50 REGULAR,GERENCIADO,ERITRITOL,NATURAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,0.0,G,5.0,250.0,101 ACIMA,REGULAR,50.0,REGULAR,EAN,ERITRITOL,7896001200029.0,,,,,S/CCR(S/SCRS) ERTRTL P 250 G N PRMC LINEA
7896001200180,1,7896001200180,,ADOÇANTE LINEA XILITOL LIQUIDO 60ML x1 REGULAR,GERENCIADO,XILITOL,NATURAL,LIQUIDO,LIQUIDO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,LIQUIDO,0.0,ML,60.0,60.0,ATE 80,REGULAR,1.0,REGULAR,EAN,XILITOL,7896001200180.0,,,,,XLTL/ XLTL (STV/(XL LQD 60 ML N PRMC LINEA
7896001200265,1,7896001200265,,KIT LINEA ADOCANTE SORTIDO UN,GERENCIADO,OUTRAS SUBST,ARTIFICIAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,,,,0.0,0.0,ATE 80,,,,,,,,,,,
7896001210004,1,7896001210004,,ADOÇANTE LINEA SUCRALOSE CULINARIO 120G x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,CULINARIO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,CULINARIO,0.0,G,120.0,120.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,CULINARIO,7896001210004.0,,,,,SCRLS (SCRN/CCL/SCR) P 120 G N PRMC LINEA
7896001210097,1,7896001210097,,ADOÇANTE LINEA STEVIA LIQUIDO 25ML x1 REGULAR,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,LIQUIDO,0.0,ML,25.0,25.0,ATE 80,REGULAR,1.0,REGULAR,TEM EAN,STEVIA,0.0,,,,,STV (SCRN/CCL/SCR/ST LQD 25 ML N PRMC LINEA
7896001210103,1,7896001210103,,ADOÇANTE LINEA STEVIA LIQUIDO 60ML x1 REGULAR,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,LIQUIDO,0.0,ML,60.0,60.0,ATE 80,REGULAR,1.0,REGULAR,EAN,STEVIA,7896001210103.0,,,,,STV (SCRN/CCL/SCR/ST LQD 60 ML N PRMC LINEA
7896001210110,1,7896001210110,,"ADOÇANTE LINEA STEVIA PO 0,6G x50 REGULAR",GERENCIADO,STEVIA,NATURAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,0.0,G,0.6,30.0,ATE 80,REGULAR,50.0,REGULAR,EAN,STEVIA,7896001210110.0,,,,,STV (SCRN/CCL/SCR/ST P 50 ENV N PRMC LINEA
7896001210189,1,7896001210189,,"ADOÇANTE LINEA SUCRALOSE PO 0,8G x100 DESCONTO",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,0.0,G,0.8,80.0,ATE 80,PROMOCAO,100.0,DESCONTO,EAN,SUCRALOSE,7896001210189.0,,,,,
7896001215047,1,7896001215047,,"ADOÇANTE LINEA SUCRALOSE PO 0,6G x100 REGULAR",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,0.0,G,0.6,60.0,ATE 80,REGULAR,100.0,REGULAR,0,SUCRALOSE,0.0,,,,,SCRLS (SCRN/CCL/SCR) P 100 ENV N PRMC LINEA
7896001215054,1,7896001215054,,"ADOÇANTE LINEA STEVIA PO 0,6G x100 REGULAR",GERENCIADO,STEVIA,NATURAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,0.0,G,0.6,60.0,ATE 80,REGULAR,100.0,REGULAR,0,STEVIA,0.0,,,,,
7896001215078,1,7896001215078,,ADOÇANTE LINEA SUCRALOSE LIQUIDO 75ML x1 LMPM,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,LIQUIDO,0.0,ML,75.0,100.0,81 A 100,PROMOCAO,1.0,LMPM,EAN,SUCRALOSE,7896001215078.0,,,,,
7896001215221,1,7896001215221,,ADOÇANTE LINEA XILITOL PO 5G x50 REGULAR,GERENCIADO,XILITOL,NATURAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,0.0,G,5.0,250.0,101 ACIMA,REGULAR,50.0,REGULAR,EAN,XILITOL,7896001215221.0,,,,,XLTL/ XLTL (STV/(XL P 50 ENV N PRMC LINEA
7896001215238,1,7896001215238,,ADOÇANTE LINEA XILITOL PO 300G x1 REGULAR,GERENCIADO,XILITOL,NATURAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,BAG,0.0,G,300.0,300.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,XILITOL,7896001215238.0,,,,,XLTL/ XLTL (STV/(XL P 300 G N PRMC LINEA
7896001216280,1,7896001216280,,ADOCANTE LINEA PO 500 X 6G,GERENCIADO,STEVIA,NATURAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,,G,6.0,300.0,101 ACIMA,REGULAR,500.0,,,,,,,,,
7896001245051,1,7896001245051,,"ADOCANTE ZERO CAL ASPARTAME PO 0,8 x50 G REGULAR",GERENCIADO,ASPARTAME,ARTIFICIAL,PO,PO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,SACHE,,G,0.8,40.0,ATE 80,REGULAR,50.0,,,ASPARTAME,,,,,,
7896001250611,1,7896001250611,,ADOÇANTE LINEA SUCRALOSE LIQUIDO 25ML x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,LIQUIDO,0.0,ML,25.0,25.0,ATE 80,REGULAR,1.0,REGULAR,EAN,SUCRALOSE,7896001250611.0,,,,,SCRLS (SCRN/CCL/SCR) LQD 25 ML N PRMC LINEA
7896001250628,1,7896001250628,,ADOÇANTE LINEA SUCRALOSE LIQUIDO 75ML x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,LIQUIDO,0.0,ML,75.0,75.0,ATE 80,REGULAR,1.0,REGULAR,EAN,SUCRALOSE,7896001250628.0,,,,,SCRLS (SCRN/CCL/SCR) LQD 75 ML N PRMC LINEA
7896001250642,1,7896001250642,,ADOÇANTE LINEA SUCRALOSE LIQUIDO 75ML x2 LMPM,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,LIQUIDO,0.0,ML,75.0,100.0,81 A 100,PROMOCAO,2.0,LMPM,EAN,SUCRALOSE,7896001250642.0,,,,,
7896001250710,1,7896001250710,,"ADOÇANTE LINEA SUCRALOSE PO 0,8G x50 REGULAR",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,0.0,G,0.8,40.0,ATE 80,REGULAR,50.0,REGULAR,EAN,SUCRALOSE,7896001250710.0,,,,,SCRLS (SCRN/CCL/SCR) P 50 ENV N PRMC LINEA
7896001250727,1,7896001250727,,"ADOCANTE LINEA SUCRALOSE PO 0,8G x100 REGULAR",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,,G,0.8,80.0,ATE 80,REGULAR,100.0,,,SUCRALOSE,,,,,,
7896001250734,1,7896001250734,,ADOCANTE LINEA SUCRALOSE LIQUIDO 75ML x2 PROMOCAO,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,LIQUIDO,,ML,75.0,100.0,81 A 100,PROMOCAO,2.0,,,SUCRALOSE,,,,,,
7896001250765,1,7896001250765,,ADOÇANTE LINEA SUCRALOSE PO 40G x3 LMPM,GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,0.0,G,40.0,120.0,101 ACIMA,PROMOCAO,3.0,LMPM,EAN,SUCRALOSE,7896001250765.0,,,,,
7896001250772,1,7896001250772,,ADOÇANTE LINEA SUCRALOSE LIQUIDO 75ML x3 LMPM,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,LIQUIDO,0.0,ML,75.0,175.0,101 ACIMA,PROMOCAO,3.0,LMPM,EAN,SUCRALOSE,7896001250772.0,,,,,
7896001250789,1,7896001250789,,ADOÇANTE LINEA SUCRALOSE CULINARIO 70G x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,CULINARIO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,CULINARIO,0.0,G,70.0,70.0,ATE 80,REGULAR,1.0,REGULAR,EAN,CULINARIO,7896001250789.0,,,,,SCRLS (SCRN/CCL/SCR) P 70 G N PRMC LINEA
7896001250796,1,7896001250796,,ADOÇANTE LINEA SUCRALOSE CULINARIO 400G x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,CULINARIO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,CULINARIO,0.0,G,400.0,400.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,CULINARIO,7896001250796.0,,,,,SCRLS (SCRN/CCL/SCR) P 400 G N PRMC LINEA
7896001250802,1,7896001250802,,ADOCANTE LINEA SUCRALOSE CULINARIO 70 x2 G PROMOCAO,GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,CULINARIO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,CULINARIO,,G,70.0,140.0,101 ACIMA,PROMOCAO,2.0,,,SUCRALOSE,,,,,,
7896001250819,1,7896001250819,,"ADOÇANTE LINEA SUCRALOSE PO 0,8G x70 LMPM",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,0.0,G,0.8,56.0,ATE 80,PROMOCAO,70.0,LMPM,EAN,SUCRALOSE,7896001250819.0,,,,,SCRLS (SCRN/CCL/SCR) P 70 ENV PRMC LINEA
7896001250901,1,7896001250901,,"ADOCANTE LINEA SUCRALOSE PO 0,8G x200 PROMOCAO",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,,G,0.8,160.0,101 ACIMA,PROMOCAO,200.0,,,SUCRALOSE,,,,,,
7896001250956,1,7896001250956,,"ADOÇANTE LINEA SUCRALOSE PO 0,6G x500 REGULAR",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,0.0,G,0.6,300.0,101 ACIMA,REGULAR,500.0,REGULAR,EAN,SUCRALOSE,7896001250956.0,,,,,SCRLS (SCRN/CCL/SCR) P 500 ENV N PRMC LINEA
7896001281691,1,7896001281691,,ADOCANTE LINEA SUCRALOSE LIQUIDO 75 x ML PROMOCAO,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,LIQUIDO,,ML,75.0,75.0,ATE 80,PROMOCAO,,L75P50ML,,SUCRALOSE,,,,,,
7896001281721,1,7896001281721,,ADOCANTE LINEA SUCRALOSE LIQUIDO 25ML x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,LIQUIDO,,ML,25.0,25.0,ATE 80,REGULAR,1.0,,,SUCRALOSE,,,,,,
7896001281752,1,7896001281752,,ADOCANTE LINEA STEVIA LIQUIDO 25 x1 ML PROMOCAO,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,LIQUIDO,,ML,25.0,25.0,ATE 80,PROMOCAO,1.0,PROMO PREÇO ESPECIAL,,STEVIA,,,,,,
