cod_produto,cod_categoria,ean,plu,nome_produto,setor_gerenciado,setor_produto,sub_categoria,segmento,sub_segmento,fabricante,fabricante_varejista,marca,marca_verejista,marca_res,marca_detalhada,atributo,embalagem,unid_medida,tamanho_unidade,tamanho_total,tamanho_range,se_oferta,qtd_itens,dcr_oferta,desc_a,desc_b,desc_c,desc_d,desc_e,desc_f,desc_g,desc_h
7898622118356,3,7898622118356,,RUBY ROSE SPRAY AGUA TERMAL SEM FRAGRANCIA HB306 150 ML x 1,GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,LIQUIDO,RUBY ROSE,DEMAIS FAB,RUBY ROSE,DEMAIS MARCAS,CONCORRENTES,-,-,SPRAY,ML,150.0,150.0,101 A 200,REGULAR,1,REGULAR,IQVIA SKU,101 A 200,,,,,,
7898622118400,3,7898622118400,,RUBY ROSE LIQUIDO FACIAL DEMAQUILANTE BIFASICO EXPRESS HB302 120 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,RUBY ROSE,DEMAIS FAB,RUBY ROSE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,120.0,120.0,101 A 200,REGULAR,1,REGULAR,IQVIA SKU,101 A 200,,,,,,
7898622119377,3,7898622119377,,RUBY ROSE SERUM POTENCIALIZADOR HB314 30 ML x 1,GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,SERUM,RUBY ROSE,DEMAIS FAB,RUBY ROSE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,30.0,30.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898622119438,3,7898622119438,,RUBY ROSE MASCARA FACIAL LIFT MASK ICE ROSE 50 G x 1,GERENCIADO,FACE CARE MASSIVO,MASCARA,CREME,-,RUBY ROSE,DEMAIS FAB,RUBY ROSE,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898622119445,3,7898622119445,,RUBY ROSE MASCARA FACIAL HIDRATANTE LIST MASK ICE PEARL HB402 50 G x 1,GERENCIADO,FACE CARE MASSIVO,MASCARA,CREME,-,RUBY ROSE,DEMAIS FAB,RUBY ROSE,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898622119452,3,7898622119452,,RUBY ROSE MASCARA FACIAL LIFT MASK ICE BRONZE 50 G x 1,GERENCIADO,FACE CARE MASSIVO,MASCARA,CREME,-,RUBY ROSE,DEMAIS FAB,RUBY ROSE,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898622119469,3,7898622119469,,RUBY ROSE CREME REVITALIZANTE PESCOCO E COLO ICE PEARL 50 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,RUBY ROSE,DEMAIS FAB,RUBY ROSE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898622119476,3,7898622119476,,RUBY ROSE CREME REVITALIZANTE PESCOCO E COLO ICE BRONZE 50 G x 1,GERENCIADO,BODY CARE MASSIVO,ANTI IDADE,ANTIRRUGAS,CREME,RUBY ROSE,DEMAIS FAB,RUBY ROSE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898622119483,3,7898622119483,,RUBY ROSE CREME REVITALIZANTE PESCOCO E COLO ICE ROSE 15 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,RUBY ROSE,DEMAIS FAB,RUBY ROSE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,15.0,15.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898622119490,3,7898622119490,,RUBY ROSE LIQUIDO TONICO FACIAL PELES OLEOSAS 150 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,RUBY ROSE,DEMAIS FAB,RUBY ROSE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,150.0,150.0,101 A 200,REGULAR,1,REGULAR,IQVIA SKU,101 A 200,,,,,,
7898622119506,3,7898622119506,,RUBY ROSE SERUM FACIAL REVITALIZANTE ICE ROSE 30 ML x 1,GERENCIADO,FACE CARE MASSIVO,ACNE,ACNE TRATAMENTO,-,RUBY ROSE,DEMAIS FAB,RUBY ROSE,DEMAIS MARCAS,CONCORRENTES,-,-,CONTA GOTAS,ML,30.0,30.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898622119513,3,7898622119513,,RUBY ROSE SERUM REVITALIZANTE HIDRATANTE ICE PEARL 30 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,SERUM,RUBY ROSE,DEMAIS FAB,RUBY ROSE,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,30.0,30.0,ATE 50,REGULAR,1,REGULAR,ITENS IQVIA,ATE 50,,,,,,
7898622119520,3,7898622119520,,RUBY ROSE SERUM FACIAL REVITALIZANTE ICE BRONZE 30 ML x 1,GERENCIADO,FACE CARE MASSIVO,ACNE,ACNE TRATAMENTO,-,RUBY ROSE,DEMAIS FAB,RUBY ROSE,DEMAIS MARCAS,CONCORRENTES,-,-,CONTA GOTAS,ML,30.0,30.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898622700667,3,7898622700667,,DELIKAD LOCAO CORPORAL BUTTERFLY LOVE 180 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,DELIKAD,DEMAIS FAB,DELIKAD,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,180.0,180.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898622700674,3,7898622700674,,DELIKAD LOCAO CORPORAL BUTTERFLY SHINE 180 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,DELIKAD,DEMAIS FAB,DELIKAD,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,180.0,180.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898622700681,3,7898622700681,,DELIKAD LOCAO CORPORAL BUTTERFLY DREAM 180 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,DELIKAD,DEMAIS FAB,DELIKAD,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,180.0,180.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898622700698,3,7898622700698,,DELIKAD LOCAO CORPORAL BUTTERFLY ILLUSION 180 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,DELIKAD,DEMAIS FAB,DELIKAD,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,180.0,180.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898622701527,3,7898622701527,,DELIKAD KIT FANTASY ESCAPE UNICORN TEARS LOCAO CORPORAL + SPRAY BODY SPLASH 200ML CA 400 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,DELIKAD,DEMAIS FAB,DELIKAD,DEMAIS MARCAS,CONCORRENTES,-,-,KIT,ML,200.0,400.0,201 ACIMA,PROMO,2,KIT,ITENS IQVIA,201 ACIMA,,,,,,
7898622701534,3,7898622701534,,DELIKAD KIT LHAMA LOVE BODY SPLASH + HIDRATANTE CORPORAL 200ML CADA 400 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,-,DELIKAD,DEMAIS FAB,DELIKAD,DEMAIS MARCAS,CONCORRENTES,-,-,KIT,ML,200.0,400.0,201 ACIMA,PROMO,2,KIT,ITENS IQVIA,201 ACIMA,,,,,,
7898622701640,3,7898622701640,,DELIKAD LOCAO BODY SECRET BUTTERFLY 180 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,DELIKAD,DEMAIS FAB,DELIKAD,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,180.0,180.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898622701879,3,7898622701879,,DELIKAD KIT FANTASY ESCAPE FAST FOX LOCAO CORPORAL + SPRAY BODY SPLASH 200ML CADA 400 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,DELIKAD,DEMAIS FAB,DELIKAD,DEMAIS MARCAS,CONCORRENTES,-,-,KIT,ML,200.0,400.0,201 ACIMA,PROMO,2,KIT,ITENS IQVIA,201 ACIMA,,,,,,
7898623351134,3,7898623351134,,LE BLUE CREME ARNICA 120 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,120.0,120.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898623351158,3,7898623351158,,LE BLUE CREME HIDRATANTE PARA MAOS 60 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,60.0,60.0,51 A 80,REGULAR,1,REGULAR,ITENS IQVIA,51 A 80,,,,,,
7898623351172,3,7898623351172,,LE BLUE CREME HIDRATANTE PELE EXTRA SECA 240 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898623351189,3,7898623351189,,LE BLUE CREME HIDRATANTE PARA PERNAS 120 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,120.0,120.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898623351196,3,7898623351196,,LE BLUE CREME HIDRATANTE PARA OS PES 240 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898623351202,3,7898623351202,,LE BLUE OLEO CORPORAL ROSA MOSQUETA 120 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,OLEO,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,120.0,120.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898623352179,3,7898623352179,,LE BLUE PANTOL CREME DERMA 50MG 20 G x 1 (/G),GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,ITENS IQVIA,ATE 50,,,,,,
7898623354289,3,7898623354289,,LE BLUE LENCOS UMEDECIDOS DEMAQUILANTE x 16,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LENCO,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,SACHE,-,,,-,PROMO,16,KIT,IQVIA SKU,-,,,,,,
7898623355293,3,7898623355293,,LE BLUE SABONETE LIQUIDO ALGODAO 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898623355309,3,7898623355309,,LE BLUE LIQUIDO AGUA MICELAR 150 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,MICELAR,LIQUIDO,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,150.0,150.0,101 A 200,REGULAR,1,REGULAR,IQVIA SKU,101 A 200,,,,,,
7898623355323,3,7898623355323,,LE BLUE CREME FACIAL HIDRATANTE Q10 DIURNO 50 G x 1,GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,-,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898623355330,3,7898623355330,,LE BLUE CREME FACIAL Q10 NOTURNO 50 G x 1,GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,-,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898623356290,3,7898623356290,,LE BLUE SABONETE LIQUIDO GLICERINADO MANTEIGA DE MURUMURU 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898623356443,3,7898623356443,,LE BLUE SABONETE LIQUIDO CAPIM LIMAO 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898623356450,3,7898623356450,,LE BLUE SABONETE LIQUIDO MARACUJA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898623356467,3,7898623356467,,LE BLUE SABONETE LIQUIDO MORANGO CHAMPAGNE 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898623357006,3,7898623357006,,LE BLUE SABONETE LIQUIDO FACIAL ACNOCLIN 200 ML x 1,GERENCIADO,FACE CARE MASSIVO,ACNE,ACNE SABONETE,LIQUIDO,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898623357044,3,7898623357044,,LE BLUE CREME FACIAL VITAMINA C+ACIDO HIALURONICO 15 G x 1,GERENCIADO,FACE CARE MASSIVO,ANTI IDADE,ANTIRRUGAS,CREME,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,15.0,15.0,ATE 50,REGULAR,1,REGULAR,ITENS IQVIA,ATE 50,,,,,,
7898623357051,3,7898623357051,,MCG SABONETE LIQUIDO HIDRATANTE CLEAN BACTERIANO 250 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,MCG,DEMAIS FAB,MCG,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,250.0,250.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898623582002,3,7898623582002,,PREMISSE SABONETE LIQUIDO ALCACUZ E MANGA 2.5 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,GRUPO PREMISSE,DEMAIS FAB,PREMISSE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,2500.0,2500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898623582019,3,7898623582019,,PREMISSE SABONETE LIQUIDO TANGERINA E CHA VERDE 2.5 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,GRUPO PREMISSE,DEMAIS FAB,PREMISSE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,2500.0,2500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898623582033,3,7898623582033,,PREMISSE SABONETE LIQUIDO ACAI/CAMOMILA 2.5 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,GRUPO PREMISSE,DEMAIS FAB,PREMISSE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,2500.0,2500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898623582040,3,7898623582040,,PREMISSE SABONETE LIQUIDO MORANGO E HIBISCO 2.5 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,GRUPO PREMISSE,DEMAIS FAB,PREMISSE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,2500.0,2500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898623582255,3,7898623582255,,PREMISSE SABONETE LIQUIDO ACAI E CAMOMILA REFIL 450 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,GRUPO PREMISSE,DEMAIS FAB,PREMISSE,DEMAIS MARCAS,CONCORRENTES,-,-,REFIL,ML,450.0,450.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898623582262,3,7898623582262,,PREMISSE SABONETE LIQUIDO ALCACUZ E MANGA REFIL 450 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,GRUPO PREMISSE,DEMAIS FAB,PREMISSE,DEMAIS MARCAS,CONCORRENTES,-,-,REFIL,ML,450.0,450.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898623582279,3,7898623582279,,PREMISSE SABONETE LIQUIDO MORANGO E HIBISCUS REFIL 450 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,GRUPO PREMISSE,DEMAIS FAB,PREMISSE,DEMAIS MARCAS,CONCORRENTES,-,-,REFIL,ML,450.0,450.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898623582286,3,7898623582286,,PREMISSE SABONETE LIQUIDO TANGERINA E CHA VERDE REFIL 450 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,GRUPO PREMISSE,DEMAIS FAB,PREMISSE,DEMAIS MARCAS,CONCORRENTES,-,-,REFIL,ML,450.0,450.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898623582293,3,7898623582293,,PREMISSE SABONETE LIQUIDO GUARANA E ACAI REFIL 450 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,GRUPO PREMISSE,DEMAIS FAB,PREMISSE,DEMAIS MARCAS,CONCORRENTES,-,-,REFIL,ML,450.0,450.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898624050203,3,7898624050203,,FISHER PRICE SABONETE LIQUIDO BEBE CABECA AOS PES 200 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,MATTEL,DEMAIS FAB,FISHER PRICE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS ABRAFARMA,101 A 200,,,,,,
7898624393751,3,7898624393751,,STUDIO 35 SABONETE LIQUIDO 3 EM 1 LAVANDA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,STUDIO 35,DEMAIS FAB,STUDIO 35,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898624393768,3,7898624393768,,STUDIO 35 SABONETE LIQUIDO 3 EM 1 CAPIM LIMAO 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,STUDIO 35,DEMAIS FAB,STUDIO 35,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898624393775,3,7898624393775,,STUDIO 35 SABONETE LIQUIDO 3 EM 1 BAUNILHA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,STUDIO 35,DEMAIS FAB,STUDIO 35,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898624393782,3,7898624393782,,STUDIO 35 SABONETE LIQUIDO 3 EM 1 ERVA DOCE 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,STUDIO 35,DEMAIS FAB,STUDIO 35,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898624393928,3,7898624393928,,STUDIO LOC HID LAV 200,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,STUDIO 35,DEMAIS FAB,STUDIO 35,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS RAIA,101 A 200,,,,,,
7898624393935,3,7898624393935,,STUDIO LOC HID CAP LIM,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,STUDIO 35,DEMAIS FAB,STUDIO 35,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS RAIA,101 A 200,,,,,,
7898624393942,3,7898624393942,,STUDIO LOC HID ALG 200,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,STUDIO 35,DEMAIS FAB,STUDIO 35,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS RAIA,101 A 200,,,,,,
7898624393959,3,7898624393959,,STUDIO LOC HID BAUNIL ,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,STUDIO 35,DEMAIS FAB,STUDIO 35,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS RAIA,101 A 200,,,,,,
7898624394093,3,7898624394093,,STUDIO 35 SABONETE LIQUIDO ANTISSEPTICO NEUTRO 200 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,STUDIO 35,DEMAIS FAB,STUDIO 35,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898624394116,3,7898624394116,,STUDIO 35 SABONETE LIQUIDO LAVANDA 200 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,STUDIO 35,DEMAIS FAB,STUDIO 35,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS ABRAFARMA,101 A 200,,,,,,
7898624394123,3,7898624394123,,STUDIO 35 SABONETE LIQUIDO CAPIM LIMAO 200 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,STUDIO 35,DEMAIS FAB,STUDIO 35,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898624394130,3,7898624394130,,STUDIO 35 SABONETE LIQUIDO BAUNILHA 200 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,STUDIO 35,DEMAIS FAB,STUDIO 35,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS ABRAFARMA,101 A 200,,,,,,
7898624394147,3,7898624394147,,STUDIO 35 SABONETE LIQUIDO ERVA DOCE 200 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,STUDIO 35,DEMAIS FAB,STUDIO 35,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898624568302,3,7898624568302,,GANDHA SABONETE LIQUIDO VIDRO FLORAL ESCURO 100 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,GANDHA,DEMAIS FAB,GANDHA,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS IQVIA,81 A 100,,,,,,
